id,latitude,longitude,count
74058,57.758245,-135.199515,1
66486,57.758245,-135.199515,1
120787,57.780988,-135.304576,1
92218,20.56,-105.3,1
39872,36.755745,-121.873572,1
60293,36.669197,-121.999345,1
96883,55.478562,-131.820145,1
47154,55.478562,-131.820145,1
48185,58.347535,-134.782119,1
119791,58.13,-135.27,1
92126,58.13,-135.27,1
80863,58.13,-135.27,1
71746,58.13,-135.27,1
37669,58.13,-135.27,1
35453,58.13,-135.27,1
21741,58.13,-135.27,1
21668,58.13,-135.27,1
9090,58.13,-135.27,1
51272,3.91737,-77.452795,1
15895,36.763339,-121.902013,1
77655,36.69424,-121.905983,1
26738,36.766822,-121.936365,1
8579,36.75864,-121.938488,1
101388,36.711667,-121.983333,1
44852,36.715577,-121.989582,1
2639,34.122942,-119.689738,1
124287,36.696667,-121.94,1
101306,36.68985,-121.946648,1
39849,36.689863,-121.946672,1
60274,36.68987,-121.946673,1
1672,36.67647,-121.98254,1
106946,36.8,-122,1
62653,36.657498,-121.972673,1
123465,58.362648,-135.055938,1
80825,58.362648,-135.055938,1
49507,58.18452,-135.06722,1
65421,58.381973,-135.067895,1
40363,58.382577,-135.068325,1
35429,58.382577,-135.068325,1
84507,58.403167,-135.069747,1
73157,58.414908,-135.077682,1
89051,58.43058,-135.083677,1
31733,58.430223,-135.083978,1
91340,57.015979,-135.361068,1
40812,57.3,-133.4,1
20880,57.28,-133.55,1
64895,36.800012,-121.809388,1
42021,36.800012,-121.809388,1
29898,36.800012,-121.809388,1
48083,36.761667,-121.861667,1
89883,36.8,-122,1
71708,36.8,-122,1
1174,48.297908,-123.516486,1
56725,57.98071,-134.907265,1
27173,57.980722,-134.907313,1
24873,57.980777,-134.907328,1
9465,57.98071,-134.907333,1
138816,57.98281,-134.90958,1
94515,57.98281,-134.90958,1
133285,57.96593,-134.91968,1
4446,58.00078,-134.920882,1
134314,57.96628,-134.92561,1
93713,57.96628,-134.92561,1
13613,36.792172,-121.839587,1
58021,36.774152,-121.877455,1
23915,36.75755,-121.921225,1
128012,36.745878,-121.931367,1
14870,48.23344,-123.8679,1
89790,36.800375,-121.810267,1
68149,36.800417,-121.813682,1
12536,36.80793,-121.845927,1
42090,36.801338,-121.847145,1
144569,36.768553,-121.872337,1
144531,36.803333,-121.92,1
142248,36.803333,-121.92,1
125311,36.803333,-121.92,1
19389,36.814333,-121.920188,1
138372,36.811043,-121.921282,1
76693,36.810918,-121.921653,1
144535,36.805,-121.921667,1
135568,36.812735,-121.921717,1
14806,36.812392,-121.922483,1
73873,36.81148,-121.922983,1
110436,36.809705,-121.924527,1
118843,36.806308,-121.925618,1
62519,36.807827,-121.92641,1
99027,36.807927,-121.926483,1
100483,36.83979,-121.931351,1
92109,36.806241,-121.952493,1
30690,36.806241,-121.952493,1
139971,36.65,-121.961667,1
35314,36.65,-121.961667,1
27102,36.70499,-121.99867,1
85849,34.10253,-119.851227,1
52297,34.24253,-119.967098,1
3372,36.803333,-121.825,1
103642,36.80468,-121.833057,1
43065,36.794213,-121.861757,1
121184,36.793717,-121.883665,1
118407,36.786667,-121.888333,1
105166,36.786667,-121.888333,1
78536,36.786667,-121.888333,1
39074,36.786667,-121.888333,1
33079,36.783718,-121.891685,1
18612,36.775794,-121.901953,1
60253,36.741051,-121.90316,1
73970,36.785888,-121.910395,1
72731,36.785888,-121.910395,1
64953,36.842778,-121.930389,1
64952,36.842778,-121.930389,1
70917,49.01385,-123.449633,1
105919,57.28,-133.55,1
63091,57.28,-133.55,1
35378,57.28,-133.55,1
33016,57.28,-133.55,1
28937,57.28,-133.55,1
140101,35.126667,-120.68,1
104703,36.815408,-121.909938,1
83091,36.804843,-121.912498,1
118934,48.796224,-123.007088,1
78530,48.2421,-123.77745,1
138863,58.487042,-134.844355,1
24915,58.487438,-134.845352,1
125384,58.496805,-134.853958,1
111942,58.496002,-134.854948,1
19492,58.491338,-134.875463,1
31706,58.492177,-134.883312,1
85334,58.487955,-134.93109,1
95545,34.19555,-119.723915,1
15880,34.185733,-119.729172,1
45391,34.186267,-119.731292,1
128840,34.187113,-119.732465,1
142351,34.186705,-119.733252,1
68207,36.810093,-121.838812,1
83081,36.813657,-121.841295,1
142857,36.796093,-121.851413,1
62620,36.803808,-121.854678,1
38617,36.795128,-121.86346,1
96873,36.792645,-121.866732,1
140080,36.79993,-121.874695,1
21711,36.685,-121.921667,1
21710,36.685,-121.921667,1
29437,58.47256,-134.84054,1
79500,58.537358,-135.095375,1
140596,36.8,-121.85,1
56775,36.75233,-121.901903,1
40803,36.74822,-121.90426,1
138428,36.74942,-121.909753,1
70419,36.753794,-121.909858,1
39881,36.752143,-121.912682,1
3498,36.755258,-121.917813,1
32170,36.76511,-121.923793,1
44305,36.656293,-121.885658,1
64928,36.63977,-121.909359,1
138425,36.658333,-121.943333,1
101354,36.658333,-121.943333,1
4023,36.658333,-121.943333,1
97864,36.651667,-121.943333,1
141065,36.794065,-121.828188,1
5754,36.752055,-121.829646,1
36824,36.70417,-121.846828,1
45821,36.767057,-121.87668,1
98320,36.793134,-121.908857,1
54484,36.793134,-121.908857,1
79976,36.81053,-121.9308,1
3507,36.81053,-121.9308,1
14092,36.800916,-121.957116,1
124337,36.765405,-121.988701,1
31258,36.765405,-121.988701,1
84031,36.8,-122,1
38613,48.269102,-124.006805,1
123481,48.270321,-124.018708,1
79987,48.268616,-124.031627,1
55794,48.268616,-124.031627,1
88120,48.274587,-124.05899,1
84025,58.274128,-134.355292,1
110533,36.672258,-121.847655,1
26232,36.670922,-121.85005,1
19501,36.724713,-121.880382,1
48972,36.744993,-121.998695,1
6719,36.8,-122,1
121150,36.700023,-122.0022,1
105942,36.731667,-122.003333,1
115099,48.320365,-124.084686,1
65918,48.320365,-124.084686,1
11795,58.474269,-134.932462,1
48924,36.719038,-121.852348,1
80760,36.714533,-121.856615,1
55732,36.665303,-121.85744,1
5710,36.687349,-121.868827,1
5708,36.718727,-121.869515,1
21665,36.720438,-121.872363,1
83036,36.713792,-121.889338,1
117892,36.694522,-121.905107,1
33032,36.739813,-121.907279,1
1113,36.692802,-121.908435,1
33026,36.691347,-121.909828,1
38631,37.39523,-122.98322,1
35383,36.719448,-121.825638,1
141491,36.771577,-121.83972,1
58012,36.716495,-121.862285,1
24439,36.721667,-121.863333,1
117359,36.739392,-121.867112,1
5702,36.724425,-121.868428,1
67204,36.759516,-121.900308,1
44269,36.759516,-121.900308,1
29831,48.500057,-124.814773,1
12575,36.800472,-121.859403,1
16362,36.782477,-121.877618,1
61288,36.782372,-121.877665,1
44262,36.69,-121.883333,1
133308,36.783375,-121.884507,1
10832,36.792727,-121.884563,1
64879,36.80253,-121.885523,1
17158,36.800155,-121.890433,1
88584,58.237999,-135.083195,1
69416,58.237999,-135.083195,1
5728,58.237999,-135.083195,1
60819,58.13343,-135.107772,1
1089,57.81539,-136.46603,1
40818,33.6964,-118.409,1
9142,48.494085,-124.812069,1
22712,35.17,-120.73,1
63660,36.761502,-121.896978,1
112364,36.803305,-121.900905,1
128091,36.753753,-121.903327,1
50845,36.79484,-121.917363,1
93480,36.743333,-121.963333,1
91740,36.716892,-121.98417,1
3784,36.718638,-121.985877,1
10416,36.724645,-122.029781,1
140112,55.297195,-131.554538,1
101303,36.698082,-121.862402,1
87106,36.708333,-121.865,1
62571,36.708333,-121.865,1
123890,36.7509,-121.8796,1
5302,36.7509,-121.8796,1
103739,36.8,-121.88845,1
103675,57.097827,-133.76084,1
135625,57.4213,-133.83055,1
83034,57.4213,-133.83055,1
76193,57.4213,-133.83055,1
48919,57.4213,-133.83055,1
109680,57.365817,-133.839147,1
66374,57.362618,-133.839938,1
74897,57.47162,-133.85762,1
108206,57.48492,-133.86104,1
